Nfactura,CODCLI,CODART,Fecha,Unidades,Precio,Costo
877,9,3,2016-11-12,20,332.49,332.49
878,9,9,2016-11-12,20,427.49,427.49
1082,9,2,2017-02-12,24,123.49,123.49
1083,9,4,2017-02-12,24,284.99,284.99
1084,9,7,2017-02-12,6,56.99,56.99
1085,9,8,2017-02-12,4,170.99,170.99
1086,9,10,2017-02-12,1,227.99,227.99
1087,9,3,2017-02-12,1,332.49,332.49
1088,9,9,2017-02-12,1,427.49,427.49
1153,9,2,2017-03-12,26,123.49,123.49
1154,9,4,2017-03-12,26,284.99,284.99
1155,9,7,2017-03-12,6,56.99,56.99
1156,9,8,2017-03-12,4,170.99,170.99
1157,9,10,2017-03-12,1,227.99,227.99
1158,9,3,2017-03-12,1,332.49,332.49
1159,9,9,2017-03-12,1,427.49,427.49
1293,9,2,2017-06-12,19,123.49,123.49
1294,9,4,2017-06-12,19,284.99,284.99
1295,9,7,2017-06-12,4,56.99,56.99
1296,9,8,2017-06-12,3,170.99,170.99
1297,9,10,2017-06-12,1,227.99,227.99
1298,9,3,2017-06-12,1,332.49,332.49
1299,9,9,2017-06-12,1,427.49,427.49
1374,9,2,2017-07-12,16,123.49,123.49
1375,9,4,2017-07-12,16,284.99,284.99
1376,9,7,2017-07-12,4,56.99,56.99
1377,9,8,2017-07-12,3,170.99,170.99
1378,9,10,2017-07-12,1,227.99,227.99
1379,9,3,2017-07-12,1,332.49,332.49
1380,9,9,2017-07-12,1,427.49,427.49
1588,9,2,2017-11-12,25,123.49,123.49
1589,9,4,2017-11-12,25,284.99,284.99
1590,9,7,2017-11-12,6,56.99,56.99
1591,9,8,2017-11-12,4,170.99,170.99
1592,9,10,2017-11-12,1,227.99,227.99
1593,9,3,2017-11-12,1,332.49,332.49
1594,9,9,2017-11-12,1,427.49,427.49
2056,9,2,2018-02-12,24,123.49,123.49
2057,9,4,2018-02-12,24,284.99,284.99
2058,9,7,2018-02-12,6,56.99,56.99
2059,9,8,2018-02-12,4,170.99,170.99
2060,9,10,2018-02-12,1,227.99,227.99
2061,9,3,2018-02-12,1,332.49,332.49
2062,9,9,2018-02-12,1,427.49,427.49
2063,9,2,2018-02-12,24,123.49,123.49
2064,9,4,2018-02-12,24,284.99,284.99
2065,9,7,2018-02-12,6,56.99,56.99
2066,9,8,2018-02-12,4,170.99,170.99
2067,9,10,2018-02-12,1,227.99,227.99
2068,9,3,2018-02-12,15,332.49,332.49
2069,9,9,2018-02-12,20,427.49,427.49
2165,9,2,2018-03-12,26,123.49,123.49
2166,9,4,2018-03-12,26,284.99,284.99
2167,9,7,2018-03-12,6,56.99,56.99
2168,9,8,2018-03-12,4,170.99,170.99
2169,9,10,2018-03-12,1,227.99,227.99
2170,9,3,2018-03-12,1,332.49,332.49
2171,9,9,2018-03-12,1,427.49,427.49
2249,9,2,2018-04-12,24,123.49,123.49
2250,9,4,2018-04-12,24,284.99,284.99
2251,9,7,2018-04-12,6,56.99,56.99
2252,9,8,2018-04-12,4,170.99,170.99
2253,9,10,2018-04-12,1,227.99,227.99
2254,9,3,2018-04-12,1,332.49,332.49
2255,9,9,2018-04-12,1,427.49,427.49
2388,9,2,2018-06-12,19,123.49,123.49
2389,9,4,2018-06-12,19,284.99,284.99
2390,9,7,2018-06-12,4,56.99,56.99
2391,9,8,2018-06-12,3,170.99,170.99
2392,9,10,2018-06-12,1,227.99,227.99
2393,9,3,2018-06-12,1,332.49,332.49
2394,9,9,2018-06-12,1,427.49,427.49
2469,9,2,2018-07-12,16,123.49,123.49
2470,9,4,2018-07-12,16,284.99,284.99
2471,9,7,2018-07-12,4,56.99,56.99
2472,9,8,2018-07-12,3,170.99,170.99
2473,9,10,2018-07-12,1,227.99,227.99
2474,9,3,2018-07-12,1,332.49,332.49
2475,9,9,2018-07-12,1,427.49,427.49
2683,9,2,2018-11-12,25,123.49,123.49
2684,9,4,2018-11-12,25,284.99,284.99
2685,9,7,2018-11-12,6,56.99,56.99
2686,9,8,2018-11-12,4,170.99,170.99
2687,9,10,2018-11-12,1,227.99,227.99
2688,9,3,2018-11-12,1,332.49,332.49
2689,9,9,2018-11-12,1,427.49,427.49
2992,9,2,2019-02-12,24,123.49,123.49
2993,9,4,2019-02-12,24,284.99,284.99
2994,9,7,2019-02-12,6,56.99,56.99
2995,9,8,2019-02-12,4,170.99,170.99
2996,9,10,2019-02-12,1,227.99,227.99
2997,9,3,2019-02-12,1,332.49,332.49
2998,9,9,2019-02-12,1,427.49,427.49
3087,9,2,2019-03-12,26,123.49,123.49
3088,9,4,2019-03-12,26,284.99,284.99
3089,9,7,2019-03-12,6,56.99,56.99
3090,9,8,2019-03-12,4,170.99,170.99
3091,9,10,2019-03-12,1,227.99,227.99
3092,9,3,2019-03-12,1,332.49,332.49
3093,9,9,2019-03-12,1,427.49,427.49
3171,9,2,2019-04-12,24,123.49,123.49
3172,9,4,2019-04-12,24,284.99,284.99
3173,9,7,2019-04-12,6,56.99,56.99
3174,9,8,2019-04-12,4,170.99,170.99
3175,9,10,2019-04-12,1,227.99,227.99
3176,9,3,2019-04-12,1,332.49,332.49
3177,9,9,2019-04-12,1,427.49,427.49
3594,9,2,2020-04-04,24,123.49,123.49
3595,9,4,2020-04-05,24,284.99,284.99
3596,9,7,2020-04-06,6,56.99,56.99
3597,9,8,2020-04-07,4,170.99,170.99
3598,9,10,2020-04-08,1,227.99,227.99
3599,9,3,2020-04-09,1,332.49,332.49
3600,9,9,2020-04-10,1,427.49,427.49
3665,9,2,2020-06-14,26,123.49,123.49
3666,9,4,2020-06-15,26,284.99,284.99
3667,9,7,2020-06-16,6,56.99,56.99
3668,9,8,2020-06-17,4,170.99,170.99
3669,9,10,2020-06-18,1,227.99,227.99
3670,9,3,2020-06-19,1,332.49,332.49
3671,9,9,2020-06-20,1,427.49,427.49
3749,9,2,2020-09-06,24,123.49,123.49
3750,9,4,2020-09-07,24,284.99,284.99
3751,9,7,2020-09-08,6,56.99,56.99
3752,9,8,2020-09-09,4,170.99,170.99
3753,9,10,2020-09-10,1,227.99,227.99
3754,9,3,2020-09-11,1,332.49,332.49
3755,9,9,2020-09-12,1,427.49,427.49
11,4,1,2013-01-15,14,581.64,581.64
12,4,2,2013-01-16,9,123.49,123.49
13,4,4,2013-01-17,14,284.99,284.99
14,4,6,2013-01-18,22,47.49,47.49
15,4,7,2013-01-19,19,56.99,56.99
16,4,10,2013-01-20,16,227.99,227.99
17,4,12,2013-01-21,16,45.18,45.18
18,4,14,2013-01-22,32,66.61,66.61
19,4,9,2013-01-23,16,427.49,427.49
20,6,1,2013-01-24,13,612.25,612.25
21,6,4,2013-01-25,22,299.99,299.99
22,6,11,2013-01-26,19,599.99,599.99
23,6,13,2013-01-27,14,47.99,47.99
24,6,14,2013-01-28,22,70.12,70.12
25,6,15,2013-01-29,24,54.23,54.23
100,1,1,2013-04-14,15,551.02,446.33
101,1,2,2013-04-15,30,100.0,100.0
102,1,4,2013-04-16,15,269.99,207.89
103,1,5,2013-04-17,15,494.99,381.14
104,1,6,2013-04-18,15,44.99,37.79
105,1,7,2013-04-19,30,53.99,45.35
106,1,8,2013-04-20,15,161.99,136.07
107,1,11,2013-04-21,30,539.99,415.79
108,1,10,2013-04-22,3,215.99,183.59
109,1,12,2013-04-23,3,42.8,36.38
110,1,13,2013-04-24,3,43.19,36.71
111,1,14,2013-04-25,3,63.11,53.64
112,1,15,2013-04-26,3,48.81,41.49
113,1,3,2013-04-27,3,314.99,267.74
114,1,9,2013-04-28,3,404.99,344.24
115,2,1,2013-04-29,15,581.64,581.64
116,2,2,2013-04-30,15,123.49,123.49
117,2,4,2013-05-01,15,284.99,284.99
118,2,5,2013-05-02,15,522.49,522.49
119,2,6,2013-05-03,30,47.49,47.49
120,2,7,2013-05-04,30,56.99,56.99
121,2,8,2013-05-05,30,170.99,170.99
122,2,11,2013-05-06,30,569.99,569.99
123,2,10,2013-05-07,3,227.99,227.99
124,2,12,2013-05-08,15,45.18,45.18
125,2,13,2013-05-09,15,45.59,45.59
126,2,14,2013-05-10,15,66.61,66.61
127,2,15,2013-05-11,15,51.52,51.52
128,2,3,2013-05-12,3,332.49,332.49
129,2,9,2013-05-13,3,427.49,427.49
130,4,1,2013-05-14,13,581.64,581.64
131,4,2,2013-05-15,9,123.49,123.49
132,4,4,2013-05-16,13,284.99,284.99
133,4,6,2013-05-17,21,47.49,47.49
134,4,7,2013-05-18,18,56.99,56.99
135,4,10,2013-05-19,15,227.99,227.99
136,4,12,2013-05-20,15,45.18,45.18
137,4,14,2013-05-21,30,66.61,66.61
138,4,9,2013-05-22,15,427.49,427.49
147,6,1,2013-05-31,12,612.25,612.25
148,6,4,2013-06-01,21,299.99,299.99
149,6,11,2013-06-02,18,599.99,599.99
150,6,13,2013-06-03,13,47.99,47.99
151,6,14,2013-06-04,21,70.12,70.12
152,6,15,2013-06-05,23,54.23,54.23
209,4,1,2013-08-01,14,581.64,581.64
210,4,2,2013-08-02,9,123.49,123.49
211,4,4,2013-08-03,14,284.99,284.99
212,4,6,2013-08-04,23,47.49,47.49
213,4,7,2013-08-05,19,56.99,56.99
214,4,10,2013-08-06,16,227.99,227.99
215,4,12,2013-08-07,16,45.18,45.18
216,4,14,2013-08-08,33,66.61,66.61
217,4,9,2013-08-09,16,427.49,427.49
218,6,1,2013-08-10,13,612.25,612.25
219,6,4,2013-08-11,23,299.99,299.99
220,6,11,2013-08-12,19,599.99,599.99
221,6,13,2013-08-13,14,47.99,47.99
222,6,14,2013-08-14,23,70.12,70.12
223,6,15,2013-08-15,24,54.23,54.23
264,1,1,2013-09-25,15,551.02,446.33
265,1,2,2013-09-26,30,100.0,100.0
266,1,4,2013-09-27,15,269.99,207.89
267,1,5,2013-09-28,15,494.99,381.14
268,1,6,2013-09-29,15,44.99,37.79
269,1,7,2013-09-30,30,53.99,45.35
270,1,8,2013-10-01,15,161.99,136.07
271,1,11,2013-10-02,30,539.99,415.79
272,1,10,2013-10-03,3,215.99,183.59
273,1,12,2013-10-04,3,42.8,36.38
274,1,13,2013-10-05,3,43.19,36.71
275,1,14,2013-10-06,3,63.11,53.64
276,1,15,2013-10-07,3,48.81,41.49
277,1,3,2013-10-08,3,314.99,267.74
278,1,9,2013-10-09,3,404.99,344.24
279,2,1,2013-10-10,15,581.64,581.64
280,2,2,2013-10-11,15,123.49,123.49
281,2,4,2013-10-12,15,284.99,284.99
282,2,5,2013-10-13,15,522.49,522.49
283,2,6,2013-10-14,30,47.49,47.49
284,2,7,2013-10-15,30,56.99,56.99
285,2,8,2013-10-16,30,170.99,170.99
286,2,11,2013-10-17,30,569.99,569.99
287,2,10,2013-10-18,3,227.99,227.99
288,2,12,2013-10-19,15,45.18,45.18
289,2,13,2013-10-20,15,45.59,45.59
290,2,14,2013-10-21,15,66.61,66.61
291,2,15,2013-10-22,15,51.52,51.52
292,2,3,2013-10-23,3,332.49,332.49
293,2,9,2013-10-24,3,427.49,427.49
302,6,1,2013-11-02,12,612.25,612.25
303,6,4,2013-11-03,21,299.99,299.99
304,6,11,2013-11-04,18,599.99,599.99
305,6,13,2013-11-05,13,47.99,47.99
306,6,14,2013-11-06,21,70.12,70.12
307,6,15,2013-11-07,22,54.23,54.23
348,1,1,2013-12-18,14,551.02,446.33
349,1,2,2013-12-19,29,100.0,100.0
350,1,4,2013-12-20,14,269.99,207.89
351,1,5,2013-12-21,14,494.99,381.14
352,1,6,2013-12-22,14,44.99,37.79
353,1,7,2013-12-23,29,53.99,45.35
354,1,8,2013-12-24,14,161.99,136.07
355,1,11,2013-12-25,29,539.99,415.79
356,1,10,2013-12-26,2,215.99,183.59
357,1,12,2013-12-27,2,42.8,36.38
358,1,13,2013-12-28,2,43.19,36.71
359,1,14,2013-12-29,2,63.11,53.65
360,1,15,2013-12-30,2,48.81,41.49
361,1,3,2013-12-31,2,314.99,267.74
362,1,9,2014-01-01,2,404.99,344.24
381,6,1,2014-01-20,11,612.25,612.25
382,6,4,2014-01-21,20,299.99,299.99
383,6,11,2014-01-22,17,599.99,599.99
384,6,13,2014-01-23,13,47.99,47.99
385,6,14,2014-01-24,20,70.12,70.12
386,6,15,2014-01-25,22,54.23,54.23
420,1,1,2014-02-28,12,551.02,446.33
421,1,2,2014-03-01,24,100.0,100.0
422,1,4,2014-03-02,12,269.99,207.89
423,1,5,2014-03-03,12,494.99,381.14
424,1,6,2014-03-04,12,44.99,37.79
425,1,7,2014-03-05,24,53.99,45.35
426,1,8,2014-03-06,12,161.99,136.07
427,1,11,2014-03-07,24,539.99,415.79
428,1,10,2014-03-08,2,215.99,183.59
429,1,12,2014-03-09,2,42.8,36.38
430,1,13,2014-03-10,2,43.19,36.71
431,1,14,2014-03-11,2,63.11,53.65
432,1,15,2014-03-12,2,48.81,41.49
433,1,3,2014-03-13,2,314.99,267.74
434,1,9,2014-03-14,2,404.99,344.24
435,4,1,2014-03-15,10,581.64,581.64
436,4,2,2014-03-16,7,123.49,123.49
437,4,4,2014-03-17,10,284.99,284.99
438,4,6,2014-03-18,17,47.49,47.49
439,4,7,2014-03-19,14,56.99,56.99
440,4,10,2014-03-20,12,227.99,227.99
441,4,12,2014-03-21,12,45.18,45.18
442,4,14,2014-03-22,24,66.61,66.61
443,4,9,2014-03-23,12,427.49,427.49
444,6,1,2014-03-24,9,612.25,612.25
445,6,4,2014-03-25,17,299.99,299.99
446,6,11,2014-03-26,14,599.99,599.99
447,6,13,2014-03-27,10,47.99,47.99
448,6,14,2014-03-28,17,70.12,70.12
449,6,15,2014-03-29,18,54.23,54.23
490,1,1,2014-05-09,10,551.02,446.33
491,1,2,2014-05-10,20,100.0,100.0
492,1,4,2014-05-11,10,269.99,207.89
493,1,5,2014-05-12,10,494.99,381.14
494,1,6,2014-05-13,10,44.99,37.79
495,1,7,2014-05-14,20,53.99,45.35
496,1,8,2014-05-15,10,161.99,136.07
497,1,11,2014-05-16,20,539.99,415.79
498,1,10,2014-05-17,2,215.99,183.59
499,1,12,2014-05-18,2,42.8,36.38
500,1,13,2014-05-19,2,43.19,36.71
501,1,14,2014-05-20,2,63.11,53.65
502,1,15,2014-05-21,2,48.81,41.49
503,1,3,2014-05-22,2,314.99,267.74
504,1,9,2014-05-23,2,404.99,344.24
505,2,1,2014-05-24,10,581.64,581.64
506,2,2,2014-05-25,10,123.49,123.49
507,2,4,2014-05-26,10,284.99,284.99
508,2,5,2014-05-27,10,522.49,522.49
509,2,6,2014-05-28,20,47.49,47.49
510,2,7,2014-05-29,20,56.99,56.99
511,2,8,2014-05-30,20,170.99,170.99
512,2,11,2014-05-31,20,569.99,569.99
513,2,10,2014-06-01,2,227.99,227.99
514,2,12,2014-06-02,10,45.18,45.18
515,2,13,2014-06-03,10,45.59,45.59
516,2,14,2014-06-04,10,66.61,66.61
517,2,15,2014-06-05,10,51.52,51.52
518,2,3,2014-06-06,2,332.49,332.49
519,2,9,2014-06-07,2,427.49,427.49
530,6,1,2014-06-18,8,612.25,612.25
531,6,4,2014-06-19,14,299.99,299.99
532,6,11,2014-06-20,12,599.99,599.99
533,6,13,2014-06-21,9,47.99,47.99
534,6,14,2014-06-22,14,70.12,70.12
535,6,15,2014-06-23,15,54.23,54.23
545,1,1,2014-07-03,5,551.02,451.84
546,1,2,2014-07-04,11,100.0,100.0
547,1,4,2014-07-05,5,269.99,210.59
548,1,5,2014-07-06,5,494.99,386.09
549,1,6,2014-07-07,5,44.99,38.24
550,1,7,2014-07-08,11,53.99,45.35
551,1,8,2014-07-09,5,161.99,137.69
552,1,11,2014-07-10,11,539.99,415.79
553,1,10,2014-07-11,1,215.99,183.59
554,1,12,2014-07-12,1,42.8,36.38
555,1,13,2014-07-13,1,43.19,36.71
556,1,14,2014-07-14,1,63.11,53.64
557,1,15,2014-07-15,1,48.81,41.49
558,1,3,2014-07-16,1,314.99,267.74
559,1,9,2014-07-17,1,404.99,344.24
568,6,1,2014-07-26,4,612.25,612.25
569,6,4,2014-07-27,8,299.99,299.99
570,6,11,2014-07-28,7,599.99,599.99
571,6,13,2014-07-29,5,47.99,47.99
572,6,14,2014-07-30,8,70.12,70.12
573,6,15,2014-07-31,8,54.23,54.23
592,1,1,2014-08-19,12,551.02,446.33
593,1,2,2014-08-20,24,100.0,100.0
594,1,4,2014-08-21,12,269.99,207.89
595,1,5,2014-08-22,12,494.99,381.14
596,1,6,2014-08-23,12,44.99,37.79
597,1,7,2014-08-24,24,53.99,45.35
598,1,8,2014-08-25,12,161.99,136.07
599,1,11,2014-08-26,24,539.99,415.79
600,1,10,2014-08-27,2,215.99,183.59
601,1,12,2014-08-28,2,42.8,36.38
602,1,13,2014-08-29,2,43.19,36.71
603,1,14,2014-08-30,2,63.11,53.65
604,1,15,2014-08-31,2,48.81,41.49
605,1,3,2014-09-01,2,314.99,267.74
606,1,9,2014-09-02,2,404.99,344.24
617,4,1,2014-09-13,10,581.64,581.64
618,4,2,2014-09-14,7,123.49,123.49
619,4,4,2014-09-15,10,284.99,284.99
620,4,6,2014-09-16,16,47.49,47.49
621,4,7,2014-09-17,14,56.99,56.99
622,4,10,2014-09-18,12,227.99,227.99
623,4,12,2014-09-19,12,45.18,45.18
624,4,14,2014-09-20,24,66.61,66.61
625,4,9,2014-09-21,12,427.49,427.49
634,6,1,2014-09-30,9,612.25,612.25
635,6,4,2014-10-01,16,299.99,299.99
636,6,11,2014-10-02,14,599.99,599.99
637,6,13,2014-10-03,10,47.99,47.99
638,6,14,2014-10-04,16,70.12,70.12
639,6,15,2014-10-05,18,54.23,54.23
659,1,1,2014-10-25,15,551.02,446.33
660,1,2,2014-10-26,30,100.0,100.0
661,1,4,2014-10-27,15,269.99,207.89
662,1,5,2014-10-28,15,494.99,381.14
663,1,6,2014-10-29,15,44.99,37.79
664,1,7,2014-10-30,30,53.99,45.35
665,1,8,2014-10-31,15,161.99,136.07
666,1,11,2014-11-01,30,539.99,415.79
667,1,10,2014-11-02,3,215.99,183.59
668,1,12,2014-11-03,3,42.8,36.38
669,1,13,2014-11-04,3,43.19,36.71
670,1,14,2014-11-05,3,63.11,53.64
671,1,15,2014-11-06,3,48.81,41.49
672,1,3,2014-11-07,3,314.99,267.74
673,1,9,2014-11-08,3,404.99,344.24
674,2,1,2014-11-09,15,581.64,581.64
675,2,2,2014-11-10,15,123.49,123.49
676,2,4,2014-11-11,15,284.99,284.99
677,2,5,2014-11-12,15,522.49,522.49
678,2,6,2014-11-13,30,47.49,47.49
679,2,7,2014-11-14,30,56.99,56.99
680,2,8,2014-11-15,30,170.99,170.99
681,2,11,2014-11-16,30,569.99,569.99
682,2,10,2014-11-17,3,227.99,227.99
683,2,12,2014-11-18,15,45.18,45.18
684,2,13,2014-11-19,15,45.59,45.59
685,2,14,2014-11-20,15,66.61,66.61
686,2,15,2014-11-21,15,51.52,51.52
687,2,3,2014-11-22,3,332.49,332.49
688,2,9,2014-11-23,3,427.49,427.49
689,4,1,2014-11-24,13,581.64,581.64
690,4,2,2014-11-25,9,123.49,123.49
691,4,4,2014-11-26,13,284.99,284.99
692,4,6,2014-11-27,21,47.49,47.49
693,4,7,2014-11-28,18,56.99,56.99
694,4,10,2014-11-29,15,227.99,227.99
695,4,12,2014-11-30,15,45.18,45.18
696,4,14,2014-12-01,30,66.61,66.61
697,4,9,2014-12-02,15,427.49,427.49
698,6,1,2014-12-03,12,612.25,612.25
699,6,4,2014-12-04,21,299.99,299.99
700,6,11,2014-12-05,18,599.99,599.99
701,6,13,2014-12-06,13,47.99,47.99
702,6,14,2014-12-07,21,70.12,70.12
703,6,15,2014-12-08,22,54.23,54.23
744,6,1,2015-01-18,12,612.25,612.25
745,6,4,2015-01-19,22,299.99,299.99
746,6,11,2015-01-20,19,599.99,599.99
747,6,13,2015-01-21,14,47.99,47.99
748,6,14,2015-01-22,22,70.12,70.12
749,6,15,2015-01-23,24,54.23,54.23
799,1,1,2015-03-14,17,551.02,446.33
800,1,2,2015-03-15,34,100.0,100.0
801,1,4,2015-03-16,17,269.99,207.89
802,1,5,2015-03-17,17,494.99,381.14
803,1,6,2015-03-18,17,44.99,37.79
804,1,7,2015-03-19,34,53.99,45.35
805,1,8,2015-03-20,17,161.99,136.07
806,1,11,2015-03-21,34,539.99,415.79
807,1,10,2015-03-22,3,215.99,183.59
808,1,12,2015-03-23,3,42.8,36.38
809,1,13,2015-03-24,3,43.19,36.71
810,1,14,2015-03-25,3,63.11,53.64
811,1,15,2015-03-26,3,48.81,41.49
812,1,3,2015-03-27,3,314.99,267.74
813,1,9,2015-03-28,3,404.99,344.24
814,4,1,2015-03-29,15,581.64,581.64
815,4,2,2015-03-30,10,123.49,123.49
816,4,4,2015-03-31,15,284.99,284.99
817,4,6,2015-04-01,24,47.49,47.49
818,4,7,2015-04-02,20,56.99,56.99
819,4,10,2015-04-03,17,227.99,227.99
820,4,12,2015-04-04,17,45.18,45.18
821,4,14,2015-04-05,34,66.61,66.61
822,4,9,2015-04-06,17,427.49,427.49
831,6,1,2015-04-15,13,612.25,612.25
832,6,4,2015-04-16,24,299.99,299.99
833,6,11,2015-04-17,20,599.99,599.99
834,6,13,2015-04-18,15,47.99,47.99
835,6,14,2015-04-19,24,70.12,70.12
836,6,15,2015-04-20,25,54.23,54.23
908,4,1,2015-07-01,17,581.64,581.64
909,4,2,2015-07-02,11,123.49,123.49
910,4,4,2015-07-03,17,284.99,284.99
911,4,6,2015-07-04,27,47.49,47.49
912,4,7,2015-07-05,23,56.99,56.99
913,4,10,2015-07-06,19,227.99,227.99
914,4,12,2015-07-07,19,45.18,45.18
915,4,14,2015-07-08,39,66.61,66.61
916,4,9,2015-07-09,19,427.49,427.49
917,6,1,2015-07-10,15,612.25,612.25
918,6,4,2015-07-11,27,299.99,299.99
919,6,11,2015-07-12,23,599.99,599.99
920,6,13,2015-07-13,17,47.99,47.99
921,6,14,2015-07-14,27,70.12,70.12
922,6,15,2015-07-15,29,54.23,54.23
997,1,1,2015-09-28,18,551.02,446.33
998,1,2,2015-09-29,37,100.0,100.0
999,1,4,2015-09-30,18,269.99,207.89
1000,1,5,2015-10-01,18,494.99,381.14
1001,1,6,2015-10-02,18,44.99,37.79
1002,1,7,2015-10-03,37,53.99,45.35
1003,1,8,2015-10-04,18,161.99,136.07
1004,1,11,2015-10-05,37,539.99,415.79
1005,1,10,2015-10-06,3,215.99,183.59
1006,1,12,2015-10-07,3,42.8,36.38
1007,1,13,2015-10-08,3,43.19,36.71
1008,1,14,2015-10-09,3,63.11,53.64
1009,1,15,2015-10-10,3,48.81,41.49
1010,1,3,2015-10-11,3,314.99,267.74
1011,1,9,2015-10-12,3,404.99,344.24
1012,2,1,2015-10-13,18,581.64,581.64
1013,2,2,2015-10-14,18,123.49,123.49
1014,2,4,2015-10-15,18,284.99,284.99
1015,2,5,2015-10-16,18,522.49,522.49
1016,2,6,2015-10-17,37,47.49,47.49
1017,2,7,2015-10-18,37,56.99,56.99
1018,2,8,2015-10-19,37,170.99,170.99
1019,2,11,2015-10-20,37,569.99,569.99
1020,2,10,2015-10-21,3,227.99,227.99
1021,2,12,2015-10-22,18,45.18,45.18
1022,2,13,2015-10-23,18,45.59,45.59
1023,2,14,2015-10-24,18,66.61,66.61
1024,2,15,2015-10-25,18,51.52,51.52
1025,2,3,2015-10-26,3,332.49,332.49
1026,2,9,2015-10-27,3,427.49,427.49
1027,4,1,2015-10-28,16,581.64,581.64
1028,4,2,2015-10-29,11,123.49,123.49
1029,4,4,2015-10-30,16,284.99,284.99
1030,4,6,2015-10-31,26,47.49,47.49
1031,4,7,2015-11-01,22,56.99,56.99
1032,4,10,2015-11-02,18,227.99,227.99
1033,4,12,2015-11-03,18,45.18,45.18
1034,4,14,2015-11-04,37,66.61,66.61
1035,4,9,2015-11-05,18,427.49,427.49
1044,6,1,2015-11-14,14,612.25,612.25
1045,6,4,2015-11-15,26,299.99,299.99
1046,6,11,2015-11-16,22,599.99,599.99
1047,6,13,2015-11-17,16,47.99,47.99
1048,6,14,2015-11-18,26,70.12,70.12
1049,6,15,2015-11-19,27,54.23,54.23
1106,4,1,2016-01-15,18,581.64,581.64
1107,4,2,2016-01-16,12,123.49,123.49
1108,4,4,2016-01-17,18,284.99,284.99
1109,4,6,2016-01-18,28,47.49,47.49
1110,4,7,2016-01-19,24,56.99,56.99
1111,4,10,2016-01-20,20,227.99,227.99
1112,4,12,2016-01-21,20,45.18,45.18
1113,4,14,2016-01-22,40,66.61,66.61
1114,4,9,2016-01-23,20,427.49,427.49
1115,6,1,2016-01-24,16,612.25,612.25
1116,6,4,2016-01-25,28,299.99,299.99
1117,6,11,2016-01-26,24,599.99,599.99
1118,6,13,2016-01-27,18,47.99,47.99
1119,6,14,2016-01-28,28,70.12,70.12
1120,6,15,2016-01-29,30,54.23,54.23
1161,1,1,2016-03-10,18,551.02,446.33
1162,1,2,2016-03-11,36,100.0,100.0
1163,1,4,2016-03-12,18,269.99,207.89
1164,1,5,2016-03-13,18,494.99,381.14
1165,1,6,2016-03-14,18,44.99,37.79
1166,1,7,2016-03-15,36,53.99,45.35
1167,1,8,2016-03-16,18,161.99,136.07
1168,1,11,2016-03-17,36,539.99,415.79
1169,1,10,2016-03-18,3,215.99,183.59
1170,1,12,2016-03-19,3,42.8,36.38
1171,1,13,2016-03-20,3,43.19,36.71
1172,1,14,2016-03-21,3,63.11,53.64
1173,1,15,2016-03-22,3,48.81,41.49
1174,1,3,2016-03-23,3,314.99,267.74
1175,1,9,2016-03-24,3,404.99,344.24
1176,2,1,2016-03-25,18,581.64,581.64
1177,2,2,2016-03-26,18,123.49,123.49
1178,2,4,2016-03-27,18,284.99,284.99
1179,2,5,2016-03-28,18,522.49,522.49
1180,2,6,2016-03-29,36,47.49,47.49
1181,2,7,2016-03-30,36,56.99,56.99
1182,2,8,2016-03-31,36,170.99,170.99
1183,2,11,2016-04-01,36,569.99,569.99
1184,2,10,2016-04-02,3,227.99,227.99
1185,2,12,2016-04-03,18,45.18,45.18
1186,2,13,2016-04-04,18,45.59,45.59
1187,2,14,2016-04-05,18,66.61,66.61
1188,2,15,2016-04-06,18,51.52,51.52
1189,2,3,2016-04-07,3,332.49,332.49
1190,2,9,2016-04-08,3,427.49,427.49
1199,6,1,2016-04-17,14,612.25,612.25
1200,6,4,2016-04-18,25,299.99,299.99
1201,6,11,2016-04-19,22,599.99,599.99
1202,6,13,2016-04-20,16,47.99,47.99
1203,6,14,2016-04-21,25,70.12,70.12
1204,6,15,2016-04-22,27,54.23,54.23
1245,1,1,2016-06-02,17,551.02,446.33
1246,1,2,2016-06-03,35,100.0,100.0
1247,1,4,2016-06-04,17,269.99,207.89
1248,1,5,2016-06-05,17,494.99,381.14
1249,1,6,2016-06-06,17,44.99,37.79
1250,1,7,2016-06-07,35,53.99,45.35
1251,1,8,2016-06-08,17,161.99,136.07
1252,1,11,2016-06-09,35,539.99,415.79
1253,1,10,2016-06-10,3,215.99,183.59
1254,1,12,2016-06-11,3,42.8,36.38
1255,1,13,2016-06-12,3,43.19,36.71
1256,1,14,2016-06-13,3,63.11,53.64
1257,1,15,2016-06-14,3,48.81,41.49
1258,1,3,2016-06-15,3,314.99,267.74
1259,1,9,2016-06-16,3,404.99,344.24
1278,6,1,2016-07-05,14,612.25,612.25
1279,6,4,2016-07-06,24,299.99,299.99
1280,6,11,2016-07-07,21,599.99,599.99
1281,6,13,2016-07-08,15,47.99,47.99
1282,6,14,2016-07-09,24,70.12,70.12
1283,6,15,2016-07-10,26,54.23,54.23
1317,1,1,2016-08-13,14,551.02,446.33
1318,1,2,2016-08-14,29,100.0,100.0
1319,1,4,2016-08-15,14,269.99,207.89
1320,1,5,2016-08-16,14,494.99,381.14
1321,1,6,2016-08-17,14,44.99,37.79
1322,1,7,2016-08-18,29,53.99,45.35
